"","running_number","season","autumn_winter","location","sex","num_prey","fork_length_residuals","condition_scaled","gene1","gene2","sea_age","place_of_origin"
"1062",1062,"93/94","autumn","location14","female",72,-17.5589743589744,-0.524500249606559,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1064",1064,"93/94","autumn","location14","female",0,-8.55897435897437,1.16580466642698,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"1066",1066,"93/94","autumn","location14","female",926,-9.55897435897437,0.474030947334227,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1067",1067,"93/94","autumn","location14","female",0,4.44102564102563,0.783065512363559,-2.00865503358761,1.13590421992672,"MSW","Southern_Norway"
"1068",1068,"93/94","autumn","location14","female",1755,-13.5589743589744,-0.166463377646177,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1069",1069,"93/94","autumn","location14","female",0,-10.5589743589744,0.853773831804116,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"1070",1070,"93/94","autumn","location14","female",649,-14.5589743589744,-0.139481821233613,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1071",1071,"93/94","autumn","location14","female",627,-11.5589743589744,0.656429533299876,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1072",1072,"93/94","autumn","location14","male",6,-6.55897435897437,0.182279393937998,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1073",1073,"93/94","autumn","location14","female",0,-11.5589743589744,0.0556131018018303,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1074",1074,"93/94","autumn","location14","female",0,-8.55897435897437,0.641051420891741,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1075",1075,"93/94","autumn","location14","female",0,-10.5589743589744,0.566814687154947,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1076",1076,"93/94","autumn","location14","female",27,-12.5589743589744,-0.516646992994722,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1077",1077,"93/94","autumn","location14","female",0,-3.04242424242424,0.720754223369703,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1078",1078,"93/94","autumn","location14","female",0,-2.04242424242424,1.78041336980034,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1079",1079,"93/94","autumn","location14","male",0,-4.04242424242424,1.29845422484568,-0.614477648907116,1.13590421992672,"1SW","England_Ireland"
"1081",1081,"93/94","autumn","location14","female",114,-13.5589743589744,0.163473019311398,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1082",1082,"93/94","autumn","location14","female",0,-11.5589743589744,1.25724596479785,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1083",1083,"93/94","autumn","location14","female",0,-16.5589743589744,0.265794544417934,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1084",1084,"93/94","autumn","location14","female",0,-9.55897435897437,-1.171775343667,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1085",1085,"93/94","autumn","location14","female",393,-12.5589743589744,0.427486074137083,-0.614477648907116,1.13590421992672,"MSW","England_Ireland"
"1087",1087,"93/94","autumn","location14","male",0,-16.5589743589744,1.7935650305302,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1089",1089,"93/94","autumn","location14","male",1,-11.5589743589744,0.0556131018018303,-0.614477648907116,1.13590421992672,"MSW","England_Ireland"
"1090",1090,"93/94","autumn","location14","female",1,-8.55897435897437,0.641051420891741,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1091",1091,"93/94","autumn","location3","female",3,-5.55897435897437,0.77361535284217,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1092",1092,"93/94","autumn","location3","female",366,-4.55897435897437,-0.46095738821191,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1093",1093,"93/94","autumn","location3","male",372,-11.5589743589744,-0.845611545445099,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1094",1094,"93/94","autumn","location3","female",4,-4.55897435897437,0.202137440829905,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1096",1096,"93/94","autumn","location3","female",0,-10.5589743589744,-0.867981036091068,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1097",1097,"93/94","autumn","location3","female",499,6.44102564102563,0.902028027436477,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1098",1098,"93/94","autumn","location3","female",329,-5.55897435897437,0.312609090111709,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1099",1099,"93/94","autumn","location3","female",1,-12.5589743589744,1.37161914126885,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1100",1100,"93/94","autumn","location3","female",25,0.441025641025632,0.0154850185723767,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1101",1101,"93/94","autumn","location3","male",0,-10.5589743589744,-0.294062746792638,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1102",1102,"93/94","autumn","location3","male",365,-15.5589743589744,-0.849169099971394,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1103",1103,"93/94","autumn","location3","male",0,-2.04242424242424,-0.603440099567718,-0.614477648907116,-0.137307103507625,"1SW","Southern_Norway"
"1105",1105,"93/94","autumn","location3","male",0,-4.55897435897437,-0.903020607573118,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1106",1106,"93/94","autumn","location3","male",7,-4.04242424242424,-0.512236721657807,-2.00865503358761,1.13590421992672,"1SW","England_Ireland"
"1107",1107,"93/94","autumn","location3","female",141,-11.5589743589744,-1.14601976119408,-2.00865503358761,-1.41051842694197,"MSW","Southern_Norway"
"1108",1108,"93/94","autumn","location3","male",0,-5.04242424242424,-0.0071036021434687,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1109",1109,"93/94","autumn","location3","male",837,-0.558974358974368,0.326268328785813,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1110",1110,"93/94","autumn","location3","male",238,-2.55897435897437,-0.832936137095942,-0.614477648907116,-0.137307103507625,"MSW","Northern_reporting_groups"
"1111",1111,"93/94","autumn","location3","female",0,-16.5589743589744,1.02967978747407,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1112",1112,"93/94","autumn","location3","male",0,15.9575757575758,-0.545203329696113,-0.614477648907116,-0.137307103507625,"1SW","Southern_Norway"
"1114",1114,"93/94","autumn","location3","male",480,-7.55897435897437,0.783537591747805,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1115",1115,"93/94","autumn","location3","female",0,-10.5589743589744,-0.581021891441868,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1116",1116,"93/94","autumn","location3","male",1066,-1.55897435897437,-1.10614335211096,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1118",1118,"93/94","autumn","location6","female",97,-6.55897435897437,0.903850294084338,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1119",1119,"93/94","autumn","location6","female",0,-8.55897435897437,-0.670831692946288,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1120",1120,"93/94","autumn","location6","female",0,-14.5589743589744,-1.17796164211154,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1121",1121,"93/94","autumn","location6","female",11,-14.5589743589744,-0.485641761526245,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1122",1122,"93/94","autumn","location6","female",0,-9.55897435897437,-0.897474295166809,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1123",1123,"93/94","autumn","location6","female",0,-6.55897435897437,-0.298767872826227,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1125",1125,"93/94","autumn","location6","male",55,-7.55897435897437,0.281270644723135,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1126",1126,"93/94","autumn","location6","female",493,-7.55897435897437,1.03467106526014,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1127",1127,"93/94","autumn","location6","female",312,-9.55897435897437,1.02263304433458,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1128",1128,"93/94","autumn","location6","female",1,-13.5589743589744,2.80296419497251,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"1129",1129,"93/94","autumn","location6","female",0,-6.55897435897437,-0.779815139590454,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1131",1131,"93/94","autumn","location6","female",443,-9.55897435897437,0.748331995834367,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1132",1132,"93/94","autumn","location6","female",0,-1.55897435897437,0.849402870112789,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1133",1133,"93/94","autumn","location6","female",5,-8.55897435897437,1.16580466642698,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1134",1134,"93/94","autumn","location6","female",8,-11.5589743589744,0.356021317550852,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"1135",1135,"93/94","autumn","location6","female",1,-6.55897435897437,0.663326660702224,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1136",1136,"93/94","autumn","location6","male",0,26.4410256410256,1.30485867948831,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1137",1137,"93/94","autumn","location6","female",16,-10.5589743589744,-0.581021891441868,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1138",1138,"93/94","autumn","location6","male",0,-4.55897435897437,0.202137440829905,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1140",1140,"93/94","autumn","location6","female",28,-10.5589743589744,1.14073297645329,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1144",1144,"93/94","autumn","location6","female",0,-6.55897435897437,2.34699209437701,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1145",1145,"93/94","autumn","location6","male",0,-12.5589743589744,-1.46078006012651,-2.00865503358761,1.13590421992672,"MSW","Northern_reporting_groups"
"1146",1146,"93/94","autumn","location10","female",0,-7.55897435897437,-0.723263249326256,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1147",1147,"93/94","autumn","location10","male",3,-9.55897435897437,-1.7203774406674,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1148",1148,"93/94","autumn","location10","female",11,-5.55897435897437,0.77361535284217,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1149",1149,"93/94","autumn","location10","male",60,-0.558974358974368,1.64182372076729,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1150",1150,"93/94","autumn","location10","male",152,-0.558974358974368,-0.613414094058089,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1151",1151,"93/94","autumn","location10","male",0,-7.55897435897437,0.0301371712107994,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"1152",1152,"93/94","autumn","location10","male",0,-8.55897435897437,-0.146078447411074,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1153",1153,"93/94","autumn","location10","female",668,-15.5589743589744,-0.485704289039791,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1154",1154,"93/94","autumn","location10","female",2,-21.5589743589744,1.66644212945063,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1155",1155,"93/94","autumn","location10","male",0,1.95757575757576,-0.2918432378375,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1156",1156,"93/94","autumn","location10","male",0,-7.55897435897437,-1.22553019635093,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1157",1157,"93/94","autumn","location10","female",0,-15.5589743589744,-0.122239478108166,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1158",1158,"93/94","autumn","location10","female",0,-6.55897435897437,0.422803027320111,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1159",1159,"93/94","autumn","location10","female",4,-7.55897435897437,-0.220996302301608,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1160",1160,"93/94","autumn","location10","male",39,-8.55897435897437,1.16580466642698,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1161",1161,"93/94","autumn","location10","male",368,-10.5589743589744,-0.581021891441868,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1162",1162,"93/94","autumn","location10","female",0,-4.55897435897437,0.423169050510534,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1163",1163,"93/94","autumn","location10","male",0,-3.55897435897437,0.0916628290266662,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"1165",1165,"93/94","autumn","location10","female",0,-13.5589743589744,-0.826336171561475,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1167",1167,"93/94","autumn","location10","female",257,-2.55897435897437,-0.629346008549599,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1168",1168,"93/94","autumn","location10","female",0,-7.55897435897437,0.783537591747805,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1169",1169,"93/94","autumn","location10","female",1,-5.55897435897437,2.38713727239893,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1170",1170,"93/94","autumn","location10","male",60,-6.55897435897437,-0.0582442394441146,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1171",1171,"93/94","autumn","location17","male",495,-0.0424242424242442,0.659820485288521,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1172",1172,"93/94","autumn","location17","male",0,-10.5589743589744,-0.581021891441868,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1173",1173,"93/94","autumn","location17","female",0,-10.5589743589744,-0.581021891441868,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1175",1175,"93/94","autumn","location17","female",0,-5.55897435897437,0.0821059587464787,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1176",1176,"93/94","autumn","location17","female",0,-6.55897435897437,0.182279393937998,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1178",1178,"93/94","autumn","location17","male",27,-8.55897435897437,-0.408455070178677,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1179",1179,"93/94","autumn","location17","male",4,-12.5589743589744,-0.516646992994722,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1180",1180,"93/94","autumn","location17","female",0,-9.55897435897437,-0.0745711496662056,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1181",1181,"93/94","autumn","location17","female",0,-20.5589743589744,-1.64795512882903,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1182",1182,"93/94","autumn","location17","male",0,-2.04242424242424,-0.603440099567718,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
